Title,Deity,Level,Tempo,Language,Raga
Sada Bhajorey Shankara Naam (2),shiva,advanced,medium fast,sanskrit / hindi,sindhu bhairavi / bhairavi
Sai Lingam Smarami Satatam,shiva,,,sanskrit / hindi,
Sai Natha Anatha Natha,shiva,advanced,medium slow,sanskrit / hindi,bhatiyar
Sai Shankara Bholey Shankara,shiva,,,sanskrit / hindi,~ miyan ki malhar
Sai Shankara Parthi Pureeshwara,shiva,,,sanskrit / hindi,revathi / bhairagi bhairav
Sai Shankara Shambho Shankara,shiva,advanced,medium slow,sanskrit / hindi,~ natabhairavi
Sai Shiva is so sublime like phases of the moon,shiva,simple,medium fast,english,major (mohanam / bhoop)
Samba Sadashiva Sai Prabho,shiva,,,sanskrit / hindi,madhyamavati / madhmad sarang
Samba Sadashiva Samba Sadashiva,shiva,,,sanskrit / hindi,revagupti
Samba Sadashiva Sayeeshwara,shiva,advanced,medium,sanskrit / hindi,nattai
Sambhava Shiva Shambho Shambho,shiva,,,sanskrit / hindi,nattai
Sanze no Toki wo Koete Michibiku Yuga no Kami Sai Baba,shiva,advanced,fast,japanese,major (mohanam / bhoop)
Sarva Dharma Priya Sai Shankara,shiva,,,sanskrit / hindi,chandrakauns
Sathya Sai Shiva Shambho Shankara,"shiva, guru",advanced,medium slow,sanskrit / hindi,vasanthi / prateeksha
Sathyam Shivam Sundaram Sathyam Shivam Sundaram,shiva,intermediate,medium fast,sanskrit / hindi,mohanam / bhoop
Sayeeshwara Jagadeeshwara,shiva,advanced,medium,sanskrit / hindi,kalyani / yaman
"Señor del sol, fuente de amor",shiva,simple,medium,spanish,major (shankarabharanam / bilawal)
"Señor, Señor, Señor, Shiva Nataraja, Señor, Señor, Señor, ...",shiva,simple,fast,spanish,major (shankarabharanam / bilawal)
Shaila Girishwara Uma Maheshwara Kashi Vishweshwara Sadashiva,shiva,intermediate,medium fast,sanskrit / hindi,shivaranjani
Shambho Mahadeva (3) (Shiva),shiva,intermediate,fast,sanskrit / hindi,natabhairavi
Shambho Mahadeva Gangadhara,shiva,,,sanskrit / hindi,hamsadhwani
Shambho Mahadeva Gangadhara,shiva,advanced,medium slow,sanskrit / hindi,mishra maand
Shambho Mahadeva Mallikarjuna,shiva,intermediate,medium,sanskrit / hindi,madhyamavati / madhmad sarang
Shambho Mahadeva Shiva Shambho Mahadeva,shiva,simple,medium slow,sanskrit / hindi,shankarabharanam / bilawal
Shambho Mahadeva Shiva Shambho Mahadeva,shiva,intermediate,medium,sanskrit / hindi,mohanam / bhoop
Shambho Murarey Shankara Murarey,shiva,simple,medium fast,sanskrit / hindi,vakulabharanam / basant mukhari
Shambho Nachey Maharaja,shiva,advanced,slow,sanskrit / hindi,jog
Shambho Shambho Shambho,shiva,,,sanskrit / hindi,
Shambho Shambho Shankara Samba Sada Shiva,shiva,,,sanskrit / hindi,
Shambho Shankara Deva,shiva,intermediate,medium fast,sanskrit / hindi,janasammohini
Shambho Shankara Parvathi Ramana Pashupathi Paramesha,shiva,intermediate,medium,sanskrit / hindi,jaunpuri
Shambho Shankara Sadashiva,shiva,,,sanskrit / hindi,sindhu bhairavi / bhairavi
Shambho Shankara Sai Shiva,shiva,,,sanskrit / hindi,hindolam / malkauns
Shambho Shankara Samba Sadashiva,shiva,advanced,medium,sanskrit / hindi,bageshri
Shambho Shankara Samba Sadashiva,shiva,,,sanskrit / hindi,
Shambho Shankara Samba Sadashiva Sai Mahadeva,shiva,advanced,medium,sanskrit / hindi,karaharapriya / kafi
Shambho Shankara Shiva Shambho Shankara,shiva,intermediate,medium,sanskrit / hindi,abheri / bhimpalas
Shambho Shiva Shambho Hara Shambho Namah Om ,shiva,intermediate,medium fast,sanskrit / hindi,gaud sarang
Shambho Shiva Shankara,shiva,intermediate,medium,sanskrit / hindi,pahadi
Shambho Shiva Shiva Sundara ,shiva,advanced,medium slow,sanskrit / hindi,abheri / bhimpalas
Shankara Abhayankara,shiva,advanced,medium slow,sanskrit / hindi,shuddha hindolam
Shankara Naam Bhajo,shiva,intermediate,medium,sanskrit / hindi,natabhairavi
Shankara Sadashiva Chandrashekara,shiva,simple,medium fast,sanskrit / hindi,mohanam / bhoop
Shankara Sadashiva Sabha Pathey Manohara,shiva,intermediate,medium,sanskrit / hindi,malayamarutham
Shankara Sadashiva Shiva Shiva Shambho,shiva,,,sanskrit / hindi,amruthavarshini
Shankara Samba Shiva Hara Hara,shiva,intermediate,medium,sanskrit / hindi,hindolam / malkauns
Shankara Shankara,shiva,advanced,medium,sanskrit / hindi,abheri / bhimpalas
Shankara Shankara,shiva,,,sanskrit / hindi,pantuvarali / puriya dhanashri
Shankara Shankara,shiva,,,sanskrit / hindi,hamsadhwani
Shankara Shankara Chandrashekara,shiva,,,sanskrit / hindi,sindhu bhairavi / bhairavi
Shankara Shankara Chandrashekara,shiva,intermediate,medium fast,sanskrit / hindi,charukeshi
Shankara Shankara Sadashiva,shiva,intermediate,medium fast,sanskrit / hindi,vakulabharanam / basant mukhari
Shankara Shankara Sai Shankara Jaya Jaya Jaya Shiva Om,shiva,,,sanskrit / hindi,mayamalavagowla / bhairav
Shankara Shankara Samba Sadashiva Shankara Shankara Shambho,shiva,advanced,medium fast,sanskrit / hindi,brindavan sarang
Shankara Shankara Samba Shiva,"shiva, guru",,,sanskrit / hindi,hamsanandi / sohini
Shankara Shankara Shankara,shiva,,,sanskrit / hindi,hindolam / malkauns
Shankara Shankara Shankara Shankara Shambho Shankara,shiva,advanced,slow,sanskrit / hindi,keeravani
Shankara Shankara Shankara Shiva Shambho (4),shiva,intermediate,fast,sanskrit / hindi,minor (natabhairavi)
Shankara Shiva Shankara Shiva Shankara Roopa Maheshwara Sai,shiva,intermediate,medium fast,sanskrit / hindi,natabhairavi
Shankara Shiva Shankara Shiva Shankara Sai Shankar,shiva,,,sanskrit / hindi,sindhu bhairavi / bhairavi
Shankara Shiva Shankara Shiva Shankara Shambho,shiva,advanced,medium,sanskrit / hindi,chakravakam / ahir bhairav
Shankaraya Namah Shivaya,shiva,,,sanskrit / hindi,pantuvarali / puriya dhanashri
Sharana Bina Shanthi Nahin,shiva,intermediate,medium,sanskrit / hindi,~ kalyani / yaman
Shirdi Mahesha Shiva Shankara,shiva,advanced,medium fast,sanskrit / hindi,chandrakauns
Shirdi Nivasa Sai Shankara,shiva,intermediate,medium fast,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Shirdi Sai Shankara Parthi Vihari Shankara,shiva,intermediate,medium,sanskrit / hindi,mishra pahadi
"Shiva Baila Shiva Toca Tu Tambor,",shiva,intermediate,medium fast,spanish,major (shankarabharanam / bilawal)
Shiva Charana Ati Taruna Nith Nith Bhajey Hum,shiva,advanced,medium,sanskrit / hindi,kalyani / yaman
Shiva Hara Hey Hara Shiva Hey,shiva,advanced,medium slow,sanskrit / hindi,miyan ki malhar
Shiva Linga Mangalaanga,shiva,intermediate,medium,sanskrit / hindi,nand
Shiva Maheshwara Shiva Maheshwara Shiva Maheshwara Sai Ram,shiva,simple,medium fast,sanskrit / hindi,~ hindolam / malkauns
"Shiva Nataraj, Donde Estas?",shiva,simple,medium fast,spanish,major (shankarabharanam / bilawal)
Shiva Nataraj Nataraj We Surrender,shiva,simple,fast,english,harmonic minor
Shiva no Ai ni Tsutsumarete Inochi Sakasou Sai Ram,shiva,simple,medium fast,japanese,minor (~ hindolam / malkauns)
Shiva Om Shiva Om Shiva Om Shiva Om,shiva,,,sanskrit / hindi,shuddha dhanyasi
Shiva Sai Shankara Gangadhara (Hey),shiva,,,sanskrit / hindi,pahadi
Shiva Shambho Hara Hara Shambho,shiva,simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Shiva Shambho Shambho Shiva Shambho Mahadeva,shiva,intermediate,medium fast,sanskrit / hindi,yaman kalyan
Shiva Shankara Parvathi Ramana,shiva,intermediate,medium slow,sanskrit / hindi,yaman kalyan
Shiva Shiva Auspicious Shiva Sai Shiva,shiva,simple,medium fast,english,major (shankarabharanam / bilawal)
Shiva Shiva Hara Hara,shiva,intermediate,medium,sanskrit / hindi,darbari
Shiva Shiva Hara Hara Bhola Maheshwara Shambho Shankara,shiva,advanced,medium fast,sanskrit / hindi,darbari
Shiva Shiva Hara Hara Shankara,shiva,,,sanskrit / hindi,kanada
Shiva Shiva Sai Shankara Roopa,shiva,,,sanskrit / hindi,hamsanandi / sohini
Shiva Shiva Shambho Hara Hara Shambho Sai Shambho Shankara,shiva,intermediate,medium,sanskrit / hindi,~ harikamboji
Shiva Shiva Shambho Mahesha Girisha,shiva,intermediate,medium,sanskrit / hindi,shankarabharanam / bilawal
Shiva Shiva Shambho Tandava Priyakara,shiva,intermediate,medium fast,sanskrit / hindi,harikamboji
Shiva Shiva Shankara Hara Parameshwara,shiva,intermediate,medium,sanskrit / hindi,bihag
Shiva Shiva Shankara Naama Bhajo,shiva,advanced,medium fast,sanskrit / hindi,dwijavanti / jaijaivanti
Shiva Shiva Shankara Om Shiva Om,shiva,advanced,medium,sanskrit / hindi,mayamalavagowla / bhairav
Shiva Shiva Shankara Parthi Pureeshwara,shiva,intermediate,medium,sanskrit / hindi,abheri / bhimpalas
Shiva Shiva Shankara Sayeeshwara,shiva,,,sanskrit / hindi,revagupti
Shiva Shiva Shiva Shambho Hara Hara Hara Shambho Shiva Shiva Hara Shambho,shiva,intermediate,medium fast,sanskrit / hindi,pilu
Shiva Shiva Shiva Shiva Shiva Hara Hey,shiva,simple,fast,sanskrit / hindi,mohanam / bhoop
Shiva Shiva Shiva Shiva Om Hara Hara Hara Hara Om,shiva,,medium slow,sanskrit / hindi,vakulabharanam / basant mukhari
Shiva Shiva Shiva Shiva Om Hara Hara Hara Hara Om,shiva,intermediate,medium slow,sanskrit / hindi,charukeshi
Shiva Shiva Shiva Shiva Shambho Shiva,shiva,intermediate,medium slow,sanskrit / hindi,shankarabharanam / bilawal
Shiva Shiva Shiva Shiva Shirdi Pureeshwara Shambho Shankara Samba Shivom,shiva,intermediate,fast,sanskrit / hindi,madhyamavati / madhmad sarang
Shiva Shiva Shiva Shiva Shiva Shankara,shiva,intermediate,medium,sanskrit / hindi,hamsadhwani
Shiva Shiva Shiva Shiva Shivaya Namah Om,shiva,advanced,fast,sanskrit / hindi,madhyamavati / madhmad sarang
Shiva Shiva Shiva Shiva Shivaya Namah Om,shiva,intermediate,medium slow,sanskrit / hindi,~ miyan ki malhar
Shiva Shiva Shiva Shiva Shivaya Namah Om,shiva,advanced,slow,sanskrit / hindi,hamsanandi / sohini
Shiva Shiva Shivaya Bhava Bhava Bhavaya Hara Hara Hara Hara Shambho,shiva,intermediate,medium fast,sanskrit / hindi,~ pilu
Shiva Shiva Shivaya Namah Om,shiva,simple,medium fast,sanskrit / hindi,~ shankarabharanam / bilawal
"Shiva, Lord of my heart",shiva,simple,medium fast,english,major (shankarabharanam / bilawal)
Shivaya Namah Om Namah Shivaya (4),shiva,intermediate,medium,sanskrit / hindi,pantuvarali / puriya dhanashri
Shivaya Namah Shiva Lingaya Namah Om,shiva,intermediate,medium fast,sanskrit / hindi,hindolam / malkauns
Shivaya Namah Shiva Shivaya Namah Shiva Shivaya Namah Om Namah Shivaya,shiva,intermediate,fast,sanskrit / hindi,~ mohanam / bhoop
Shivaya Parameshwaraya Chandrashekaraya Namah Om,shiva,,,sanskrit / hindi,
Shivaya Parameshwaraya Chandrashekaraya Namah Om,shiva,intermediate,medium slow,sanskrit / hindi,mishra shivaranjani
Shivaya Shiva Sai Deva Chandrashekaraya Namah Om,shiva,intermediate,medium fast,sanskrit / hindi,tilang
Shivaya Shiva Shiva Bhavaya Bhava Bhava,shiva,intermediate,medium,sanskrit / hindi,mishra pilu
Shivoham Shivoham Shivoham Shiva,shiva,advanced,medium fast,sanskrit / hindi,natabhairavi
Sri Mallikarjuna Maheshwara,shiva,advanced,medium fast,sanskrit / hindi,shanmukhapriya
Sundara Sai Shankara Potri,shiva,,,tamil,
Tandava Priyakara Sai Parameshwara,shiva,,,sanskrit / hindi,
Tandava Priyakara Uma Pathey Dum Dum Dum Dum Damaru Bajey,shiva,simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Tat Pranamami Shiva Lingam ,shiva,advanced,medium,sanskrit / hindi,mishra jog
"Tens a pele azul, olhos de lótus, dança de serpente",shiva,intermediate,medium fast,portuguese,harmonic minor
Thaandava keLi salpene,shiva,advanced,medium,telugu,raga mishran
Trilochana Hey Tripurari,shiva,,,sanskrit / hindi,bageshri
Triloka Palaka Trishoola Dharaka,shiva,,,sanskrit / hindi,shuddha saveri / durga
Tripurari Shiva Shankara,shiva,simple,medium,sanskrit / hindi,shankarabharanam / bilawal
"Tus cabellos de luna, manantial de agua pura,","shiva, sai",simple,medium fast,spanish,harmonic minor
Vibhuti Sundara Sai Nath,shiva,simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Vibhuti Sundara Sai Nath Hara Hara Mahadeva,shiva,intermediate,slow,sanskrit / hindi,~ bageshri
Vishwadhari Shiva Avatari,"narayana, shiva",advanced,medium slow,sanskrit / hindi,pantuvarali / puriya dhanashri
1. Gangaa Taranga Ramaneeya Jataa Kalaapam,shiva,advanced,medium fast,sanskrit / hindi,kanada
"Warera wo Michibiku Guru Sai Baba, Tataeyou Sai Ram",shiva,intermediate,fast,japanese,major (mohanam / bhoop)
Deva Senapathey Skanda Subrahmanya Paahi Maam,subrahmanya,advanced,medium slow,sanskrit / hindi,darbari
Devasena Pathey Subrahmanya ,subrahmanya,advanced,fast,sanskrit / hindi,mishra sindhu bhairavi / bhairavi
Gnana Bhaskara Kumara Dayapara,subrahmanya,,,sanskrit / hindi,shanmukhapriya
Jaya Jaya Muruga Kanda Kumara,subrahmanya,simple,fast,tamil,vasanthi / prateeksha
Kanda Kumara Kadirvela,subrahmanya,intermediate,fast,tamil,~ revathi / bhairagi bhairav
Kanda Kumara Vadivela,subrahmanya,intermediate,fast,tamil,hamsanandi / sohini
Kanda Va Va Kadamba Va Va,subrahmanya,intermediate,slow,tamil,chakravakam / ahir bhairav
Karthikeya Karunakara,subrahmanya,advanced,medium fast,sanskrit / hindi,shanmukhapriya
Karunamaya Karthikeya,subrahmanya,advanced,medium slow,sanskrit / hindi,valaji / kalavati
Mayilodu Varubavane Vel Muruga,subrahmanya,simple,medium fast,tamil,mohanam / bhoop
"Muruga Muruga, Muruga Muruga",subrahmanya,simple,medium slow,"english, tamil",major (shankarabharanam / bilawal)
Om Muruga Jaya Muruga,subrahmanya,,,tamil,charukeshi
Om Muruga Jaya Om Muruga,subrahmanya,,,tamil,abheri / bhimpalas
Om Muruga Va Muruga Shanmukha Natha,subrahmanya,intermediate,medium fast,tamil,natabhairavi
Pazhani Muruga Vel Muruga,subrahmanya,simple,fast,tamil,jaunpuri
Shambhu Kumara Haro Hara,subrahmanya,intermediate,medium,tamil,tilang
Shanmukha Shanmukha Sai Sundara,"subrahmanya, guru",intermediate,medium fast,sanskrit / hindi,hindolam / malkauns
Sharavana Bhava Guha Shiva Shakthi Bala,subrahmanya,intermediate,medium,tamil,jaunpuri
Sharavana Bhava Sri Shanmukha Natha,subrahmanya,intermediate,medium fast,sanskrit / hindi,amruthavarshini
Sharavana Bhavaney Shanmukha,subrahmanya,advanced,medium,tamil,shanmukhapriya
Shiva Kumarane Shakthi Balane Va Va Va,subrahmanya,intermediate,medium fast,tamil,yaman kalyan
Shiva Priya Nandana Bhava Bhaya Bhanjana,subrahmanya,advanced,medium,sanskrit / hindi,shivaranjani
Shringara Vela Shiva Shakthi Bala,subrahmanya,,,tamil,abheri / bhimpalas
Sri Arunagiri Natha Shiva Subrahmanya,subrahmanya,intermediate,fast,sanskrit / hindi,"nattai, tilang"
"Sri Ganesha Jaya Ganesha, Sadguru Deva Sai Ganesha","ganesha, rama, krishna, vittala, subrahmanya, guru",intermediate,medium fast,sanskrit / hindi,minor (sindhu bhairavi / bhairavi)
Subrahmanya Maam Paahi Sai Natha Maam Paahi,subrahmanya,,,sanskrit / hindi,hamsadhwani
Subrahmanya Namostuthey,subrahmanya,,,sanskrit / hindi,tilang
Subrahmanyam Bol Hara Hara Subrahmanyam Bol,subrahmanya,intermediate,medium fast,sanskrit / hindi,vakulabharanam / basant mukhari
Subrahmanyam Sai Bolo Subrahmanyam Sai ,subrahmanya,intermediate,fast,sanskrit / hindi,"surya, keeravani"
Subrahmanyam Subrahmanyam Shanmukha Natha Subrahmanyam,subrahmanya,simple,fast,sanskrit / hindi,shankarabharanam / bilawal
Swaminatha Sai Karuna Sindhu Paahi ,subrahmanya,intermediate,medium fast,"sanskrit / hindi, tamil",brindavan sarang
Then Pazhani Nadanukku Hara Haro Hara,subrahmanya,intermediate,medium fast,tamil,folk tune (kavadi sindhu)
Va Va Murugaiyya Vadivel Azhaga,subrahmanya,advanced,medium,tamil,shankarabharanam / bilawal
Velava Velava Vel Muruga Va Va,subrahmanya,simple,fast,tamil,"~ shivaranjani, ~ pilu"
Prathah Smaranam Surya Charanam,surya,advanced,slow,sanskrit / hindi,suryakantham
Bhaja Mana Panduranga Vittala Jai Vittala,vittala,intermediate,medium,sanskrit / hindi,shuddha dhanyasi
Bhaja Ranga Harey Vittala,vittala,intermediate,medium,sanskrit / hindi,mayamalavagowla / bhairav
Bhajo Bhajo Vittala Panduranga Vittala,vittala,intermediate,medium fast,sanskrit / hindi,hindolam / malkauns
Bolo Narayana Jai Jai Vittala,"vittala, krishna, narayana",simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
"Dear Sathya Sai, grace us with Your love","vittala, krishna, narayana",simple,medium fast,english,major (shankarabharanam / bilawal)
Deena Bandhu Vittala Jai Karuna Sindho Vittala Jai,vittala,simple,fast,sanskrit / hindi,abheri / bhimpalas
Garuda Gamana Panduranga,vittala,intermediate,medium fast,sanskrit / hindi,~ yaman kalyan
Govinda Krishna Vittala Venu Gopala Krishna Vittala,vittala,advanced,medium fast,sanskrit / hindi,abheri / bhimpalas
Govinda Krishna Vittaley Gopala Krishna Vittaley (2),"krishna, vittala",simple,medium fast,sanskrit / hindi,pilu
Govinda Krishna Vittaley Venu Gopala Krishna Vittaley,vittala,intermediate,medium slow,sanskrit / hindi,mishra shivaranjani
Govinda Vittala Gopala Vittala (3),vittala,,,sanskrit / hindi,kalyani / yaman
Hari Naam Gaate Chalo Sai Naam Gaate Chalo,"vittala, krishna",intermediate,medium fast,sanskrit / hindi,charukeshi
Hey Kamala Vadana Sai Ranga,vittala,intermediate,medium fast,sanskrit / hindi,bilahari
Hey Krishna Hey Krishna,vittala,advanced,fast,sanskrit / hindi,~ madhyamavati / madhmad sarang
Jai Hari Vittala Sai Sri Hari Vittala,vittala,,,sanskrit / hindi,~ shankarabharanam / bilawal
Jai Jai Vittala Panduranga Vittala,vittala,simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Jaya Murali Madhava Shourie,vittala,intermediate,medium,sanskrit / hindi,~ abheri / bhimpalas
Jaya Pandari Natha Panduranga Pundalika Varada,vittala,intermediate,medium slow,sanskrit / hindi,~ abheri / bhimpalas
Jaya Panduranga Jaya Vittala,vittala,intermediate,medium,sanskrit / hindi,~ shankarabharanam / bilawal
Jaya Panduranga Prabho Vittala,vittala,advanced,medium,sanskrit / hindi,sindhu bhairavi / bhairavi
Jaya Ranga Panduranga,vittala,simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Jaya Sri Radhey Jaya Nanda Nandana,"krishna, vittala",simple,medium,sanskrit / hindi,hindolam / malkauns
Jaya Vittala Vittala Vittala Jaya Vittala Panduranga,vittala,simple,fast,sanskrit / hindi,sindhu bhairavi / bhairavi
Jayatu Vittala Jaya Vittala,vittala,,,sanskrit / hindi,mayamalavagowla / bhairav
Mandir Mey Aao Madhava,"krishna, sai, vittala",intermediate,medium,sanskrit / hindi,pilu
Manuva Bolo Radhey Radhey Radhey Radhey Shyam Naam,vittala,simple,medium fast,sanskrit / hindi,pahadi
Pandari Nivasa Ranga Vittala Harey,vittala,,,sanskrit / hindi,madhyamavati / madhmad sarang
Panduranga Jaya Vittala Pandari Ranga Hari Vittala,vittala,,,sanskrit / hindi,
Panduranga Panduranga Panduranga Vittala,vittala,,,sanskrit / hindi,shivaranjani
Panduranga Panduranga Vittala Paahey,vittala,advanced,medium fast,sanskrit / hindi,keeravani
Panduranga Vittala Jai Pandari Natha Vittala,vittala,intermediate,medium,sanskrit / hindi,gavati
Panduranga Vittala Jaya Panduranga Vittala,vittala,advanced,medium slow,sanskrit / hindi,yaman kalyan
Panduranga Vittala Murari Murari (3),vittala,,,sanskrit / hindi,kapi
Panduranga Vittaley Hari Narayana,vittala,,,sanskrit / hindi,pahadi
Panduranga Vittaley Hari Narayana,vittala,,,sanskrit / hindi,vasanthi / prateeksha
Panduranga Vittaley Hari Narayana Hari Narayana Govinda (3),vittala,advanced,slow,sanskrit / hindi,kalyani / yaman
Panduranga Vittaley Panduranga Vittaley,vittala,,,sanskrit / hindi,maand
Parthi Mera Pandarpur,vittala,intermediate,medium fast,sanskrit / hindi,"maand, hamsadhwani"
Purandara Ranga Harey Vittala,vittala,simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Radha Krishna Panduranga Radhey Govinda,vittala,,,sanskrit / hindi,light music tune
Radhey Radhey Radhey Shyam Rakumayi Vittala,vittala,intermediate,medium fast,sanskrit / hindi,sindhu bhairavi / bhairavi
Radhey Shyam Panduranga Vittaley Rakhumayi,vittala,simple,medium,sanskrit / hindi,hamsadhwani
Rama Krishna Hari Hari Mukunda Murari,vittala,advanced,medium fast,sanskrit / hindi,abheri / bhimpalas
Rama Krishna Vasudeva Narahari Vittala,vittala,,,sanskrit / hindi,jog
Rama Sita Krishna Radha Vitthala Rakhumayi Jai Jai Vittala Rakhumayi (2),"rama, krishna, vittala",advanced,medium fast,sanskrit / hindi,abheri / bhimpalas
Ranga Panduranga Jai Jai Vitthala (3) ,vittala,intermediate,fast,sanskrit / hindi,chakravakam / ahir bhairav
Ranga Ranga Panduranga Ranga Vittala,vittala,,,sanskrit / hindi,hindolam / malkauns
Ranga Sri Ranga Jai Jai Panduranga,vittala,,,sanskrit / hindi,sindhu bhairavi / bhairavi
Shirdi Sai Pandarpura Parthipura Pandarpura,vittala,advanced,medium fast,sanskrit / hindi,bhatiyar
Shirdi Sai Vittala Shesha Sai Vittala,vittala,,,sanskrit / hindi,harikamboji
"Sri Ganesha Jaya Ganesha, Sadguru Deva Sai Ganesha","ganesha, rama, krishna, vittala, subrahmanya, guru",intermediate,medium fast,sanskrit / hindi,minor (sindhu bhairavi / bhairavi)
Sri Purandara Sai Vittala,vittala,,,sanskrit / hindi,
Sri Ranga Harey Vittala Sai Ranga Harey Vittala,vittala,advanced,medium,sanskrit / hindi,kalyani / yaman
